지역명	1986-01	1986-02	1986-03	1986-04	1986-05	1986-06	1986-07	1986-08	1986-09	1986-10	1986-11	1986-12	1987-01	1987-02	1987-03	1987-04	1987-05	1987-06	1987-07	1987-08	1987-09	1987-10	1987-11	1987-12	1988-01	1988-02	1988-03	1988-04	1988-05	1988-06	1988-07	1988-08	1988-09	1988-10	1988-11	1988-12	1989-01	1989-02	1989-03	1989-04	1989-05	1989-06	1989-07	1989-08	1989-09	1989-10	1989-11	1989-12	1990-01	1990-02	1990-03	1990-04	1990-05	1990-06	1990-07	1990-08	1990-09	1990-10	1990-11	1990-12	1991-01	1991-02	1991-03	1991-04	1991-05	1991-06	1991-07	1991-08	1991-09	1991-10	1991-11	1991-12	1992-01	1992-02	1992-03	1992-04	1992-05	1992-06	1992-07	1992-08	1992-09	1992-10	1992-11	1992-12	1993-01	1993-02	1993-03	1993-04	1993-05	1993-06	1993-07	1993-08	1993-09	1993-10	1993-11	1993-12	1994-01	1994-02	1994-03	1994-04	1994-05	1994-06	1994-07	1994-08	1994-09	1994-10	1994-11	1994-12	1995-01	1995-02	1995-03	1995-04	1995-05	1995-06	1995-07	1995-08	1995-09	1995-10	1995-11	1995-12	1996-01	1996-02	1996-03	1996-04	1996-05	1996-06	1996-07	1996-08	1996-09	1996-10	1996-11	1996-12	1997-01	1997-02	1997-03	1997-04	1997-05	1997-06	1997-07	1997-08	1997-09	1997-10	1997-11	1997-12	1998-01	1998-02	1998-03	1998-04	1998-05	1998-06	1998-07	1998-08	1998-09	1998-10	1998-11	1998-12	1999-01	1999-02	1999-03	1999-04	1999-05	1999-06	1999-07	1999-08	1999-09	1999-10	1999-11	1999-12	2000-01	2000-02	2000-03	2000-04	2000-05	2000-06	2000-07	2000-08	2000-09	2000-10	2000-11	2000-12	2001-01	2001-02	2001-03	2001-04	2001-05	2001-06	2001-07	2001-08	2001-09	2001-10	2001-11	2001-12	2002-01	2002-02	2002-03	2002-04	2002-05	2002-06	2002-07	2002-08	2002-09	2002-10	2002-11	2002-12	2003-01	2003-02	2003-03	2003-04	2003-05	2003-06	2003-07	2003-08	2003-09	2003-10	2003-11	2003-12	2004-01	2004-02	2004-03	2004-04	2004-05	2004-06	2004-07	2004-08	2004-09	2004-10	2004-11	2004-12	2005-01	2005-02	2005-03	2005-04	2005-05	2005-06	2005-07	2005-08	2005-09	2005-10	2005-11	2005-12	2006-01	2006-02	2006-03	2006-04	2006-05	2006-06	2006-07	2006-08	2006-09	2006-10	2006-11	2006-12	2007-01	2007-02	2007-03	2007-04	2007-05	2007-06	2007-07	2007-08	2007-09	2007-10	2007-11	2007-12	2008-01	2008-02	2008-03	2008-04	2008-05	2008-06	2008-07	2008-08	2008-09	2008-10	2008-11	2008-12	2009-01	2009-02	2009-03	2009-04	2009-05	2009-06	2009-07	2009-08	2009-09	2009-10	2009-11	2009-12	2010-01	2010-02	2010-03	2010-04	2010-05	2010-06	2010-07	2010-08	2010-09	2010-10	2010-11	2010-12	2011-01	2011-02	2011-03	2011-04	2011-05	2011-06	2011-07	2011-08	2011-09	2011-10	2011-11	2011-12	2012-01	2012-02	2012-03	2012-04	2012-05	2012-06	2012-07	2012-08	2012-09	2012-10	2012-11	2012-12	2013-01	2013-02	2013-03	2013-04	2013-05	2013-06	2013-07	2013-08	2013-09	2013-10	2013-11	2013-12	2014-01	2014-02	2014-03	2014-04	2014-05	2014-06	2014-07	2014-08	2014-09	2014-10	2014-11	2014-12	2015-01	2015-02	2015-03	2015-04	2015-05	2015-06	2015-07	2015-08	2015-09	2015-10	2015-11	2015-12	2016-01	2016-02	2016-03	2016-04	2016-05	2016-06	2016-07	2016-08	2016-09	2016-10	2016-11	2016-12	2017-01	2017-02	2017-03	2017-04	2017-05	2017-06	2017-07	2017-08	2017-09	2017-10	2017-11	2017-12	2018-01	2018-02	2018-03	2018-04	2018-05	2018-06	2018-07	2018-08	2018-09	2018-10	2018-11	2018-12	2019-01	2019-02	2019-03	2019-04	2019-05	2019-06	2019-07	2019-08	2019-09	2019-10	2019-11	2019-12	2020-01	2020-02	2020-03	2020-04	2020-05	2020-06	2020-07	2020-08	2020-09	2020-10	2020-11	2020-12	2021-01	2021-02	2021-03	2021-04	2021-05	2021-06	2021-07	2021-08	2021-09	2021-10	2021-11	2021-12	2022-01	2022-02	2022-03	2022-04	2022-05	2022-06	2022-07	2022-08	2022-09	2022-10	2022-11	2022-12	2023-01	2023-02	2023-03	2023-04	2023-05	2023-06	2023-07
전국	9.0 	9.3 	9.6 	9.8 	9.8 	9.7 	9.7 	9.8 	10.0 	10.1 	9.9 	9.7 	9.7 	10.0 	10.3 	10.6 	10.7 	10.8 	10.8 	10.9 	11.5 	11.7 	11.9 	11.9 	12.1 	12.5 	13.1 	13.4 	13.6 	13.7 	13.7 	14.0 	14.0 	13.9 	13.6 	13.5 	13.7 	14.3 	14.9 	15.6 	15.7 	15.6 	15.4 	15.6 	16.2 	16.7 	16.6 	16.5 	17.1 	19.0 	19.5 	20.0 	19.9 	19.6 	19.5 	19.8 	20.2 	20.3 	20.6 	20.0 	20.1 	20.8 	21.4 	21.9 	21.6 	21.2 	21.0 	20.9 	21.2 	21.3 	21.0 	20.6 	20.8 	21.2 	22.1 	22.5 	22.6 	22.4 	22.3 	22.6 	23.0 	22.9 	22.7 	22.4 	22.5 	22.9 	23.4 	23.5 	23.2 	23.1 	23.0 	23.0 	23.2 	23.3 	23.3 	23.2 	23.3 	23.6 	23.9 	24.1 	24.2 	24.2 	24.2 	24.4 	24.7 	24.8 	24.8 	24.8 	24.9 	25.2 	25.6 	25.8 	25.8 	25.7 	25.7 	25.8 	26.0 	26.1 	26.0 	26.0 	26.2 	26.6 	27.2 	27.4 	27.4 	27.5 	27.5 	27.9 	28.5 	28.7 	28.6 	28.6 	28.9 	29.4 	29.7 	29.7 	29.7 	29.5 	29.5 	29.5 	29.8 	29.7 	29.4 	29.1 	28.7 	27.8 	26.4 	24.7 	23.5 	23.0 	22.8 	23.2 	23.4 	23.2 	23.0 	23.2 	24.1 	25.3 	26.1 	26.6 	27.0 	27.3 	27.6 	28.2 	29.1 	29.5 	29.4 	29.4 	29.9 	31.0 	31.6 	32.1 	32.1 	32.1 	32.2 	32.6 	33.3 	33.7 	33.5 	33.0 	33.1 	34.0 	34.9 	35.4 	35.8 	36.2 	36.9 	37.9 	38.9 	39.4 	39.4 	39.6 	40.8 	42.2 	43.3 	43.9 	43.9 	43.9 	44.1 	44.7 	45.2 	45.1 	44.6 	44.4 	44.6 	45.0 	45.3 	45.3 	45.2 	44.8 	44.5 	44.5 	44.8 	44.9 	44.7 	44.3 	44.2 	44.4 	44.7 	44.8 	44.7 	44.5 	44.2 	43.8 	43.7 	43.6 	43.3 	43.0 	42.9 	43.0 	43.3 	43.6 	43.8 	44.0 	44.1 	44.3 	44.8 	45.2 	45.4 	45.5 	45.7 	46.0 	46.4 	46.7 	47.0 	47.0 	47.1 	47.2 	47.6 	48.1 	48.7 	49.0 	49.3 	49.4 	49.6 	49.8 	49.8 	49.7 	49.7 	49.8 	49.8 	49.9 	49.9 	49.9 	50.0 	50.1 	50.3 	50.6 	50.7 	50.8 	50.9 	50.9 	51.1 	51.2 	51.0 	50.3 	49.7 	49.6 	49.7 	49.8 	49.9 	50.1 	50.4 	50.6 	51.5 	52.0 	52.4 	52.6 	52.8 	53.2 	53.7 	54.0 	54.3 	54.5 	54.7 	55.0 	55.4 	55.9 	56.7 	57.2 	57.8 	59.0 	60.4	61.4	62.1	62.6	63.2	64.1	65.3	66.0	66.4	66.5	66.7	67.0	67.3	67.7	67.8	67.9	68.0	68.1	68.4	68.8	69.2	69.4	69.6	69.8	70.2	70.5	70.7	70.9	71.2	71.6	72.4	73.1	73.8	74.3	74.7	75.1	75.6	75.9	76.0	76.2	76.3	76.5	76.8	77.0	77.3	77.6	77.8	78.1	78.6	79.1	79.5	79.9	80.4	80.7	81.3	81.6	82.1	82.3	82.5	82.6	82.8	82.9	83.0	83.1	83.2	83.2	83.3	83.5	83.7	83.8	83.8	83.8	83.8	83.8	83.9	83.9	84.0	84.0	84.0	84.0	84.0	84.0	84.0	84.0	83.9	83.9	83.8	83.7	83.6	83.5	83.6	83.6	83.6	83.5	83.5	83.3	83.1	82.9	82.7	82.6	82.5	82.5	82.5	82.6	82.6	82.8	82.9	83.1	83.3	83.4	83.5	83.7	84.2	84.6	85.5	86.2	87.8	89.0	89.9	90.7	91.4	92.1	92.8	93.9	95.0	96.2	97.4	98.1	99.1	99.7	100.0	100.2	100.3	100.5	100.8	100.9	100.9	100.8	100.6	99.9	98.1	95.8	93.1	91.1	89.8	88.9	88.2	88.0	87.7
서울	7.8 	8.1 	8.4 	8.6 	8.6 	8.6 	8.6 	8.6 	9.0 	9.0 	8.6 	8.3 	8.5 	8.8 	9.1 	9.4 	9.4 	9.5 	9.5 	9.6 	10.1 	10.1 	10.4 	10.4 	10.5 	11.0 	11.5 	11.7 	11.8 	11.6 	11.7 	11.9 	11.8 	11.7 	11.3 	11.1 	11.4 	12.1 	12.7 	13.4 	13.3 	13.0 	12.8 	13.2 	14.1 	14.6 	14.6 	14.4 	15.3 	17.3 	17.7 	18.1 	17.6 	17.3 	17.9 	17.5 	18.0 	18.1 	18.6 	17.8 	18.2 	19.1 	19.9 	20.2 	19.6 	18.8 	18.8 	18.8 	19.4 	19.7 	19.1 	18.6 	19.0 	19.6 	20.6 	20.8 	20.7 	20.4 	20.3 	20.9 	21.2 	21.1 	20.8 	20.5 	20.7 	21.2 	21.6 	21.5 	21.2 	20.9 	20.9 	21.0 	21.0 	21.1 	21.0 	20.9 	21.0 	21.3 	21.7 	22.0 	22.0 	22.1 	22.0 	22.3 	22.6 	22.7 	22.7 	22.7 	22.7 	23.0 	23.4 	23.5 	23.5 	23.4 	23.4 	23.5 	23.6 	23.6 	23.5 	23.4 	23.6 	23.9 	24.2 	24.4 	24.4 	24.5 	24.6 	25.0 	25.7 	25.7 	25.5 	25.7 	26.1 	26.5 	26.5 	26.5 	26.3 	26.0 	26.0 	26.0 	26.4 	26.2 	25.8 	25.3 	24.9 	23.9 	22.1 	19.8 	18.5 	18.0 	18.3 	19.2 	19.8 	19.4 	19.1 	19.6 	20.6 	21.9 	22.7 	23.1 	23.5 	23.9 	24.3 	25.2 	26.2 	26.4 	26.2 	26.0 	26.4 	27.6 	28.3 	28.7 	28.8 	28.7 	28.9 	29.4 	30.1 	30.4 	29.9 	29.1 	29.4 	30.4 	31.1 	31.8 	32.4 	32.7 	33.6 	34.7 	35.9 	36.1 	35.9 	36.0 	37.1 	38.7 	40.0 	40.7 	40.7 	40.7 	41.2 	42.0 	42.3 	41.7 	40.6 	40.1 	39.9 	40.3 	40.6 	40.5 	40.2 	39.6 	39.3 	39.2 	39.4 	39.5 	39.2 	38.8 	38.6 	38.9 	39.1 	39.1 	39.0 	38.7 	38.4 	38.0 	37.8 	37.7 	37.4 	37.1 	36.8 	36.9 	37.0 	37.2 	37.2 	37.3 	37.5 	37.7 	38.4 	39.0 	39.2 	39.4 	39.7 	40.1 	40.7 	41.1 	41.4 	41.5 	41.5 	41.7 	42.2 	42.9 	43.6 	43.9 	44.2 	44.3 	44.6 	44.8 	44.8 	44.8 	44.8 	44.9 	44.9 	44.9 	44.9 	44.8 	44.9 	45.1 	45.4 	45.6 	45.7 	45.8 	45.8 	45.8 	45.8 	45.7 	45.3 	44.1 	43.3 	43.4 	43.7 	44.0 	44.1 	44.5 	44.9 	45.3 	46.5 	47.1 	47.4 	47.6 	47.9 	48.4 	48.7 	48.9 	49.1 	49.1 	49.2 	49.3 	49.6 	50.2 	50.7 	51.1 	51.7 	52.8 	53.8	54.1	54.3	54.5	55.2	56.1	57.3	57.9	58.1	58.0	58.0	58.1	58.2	58.2	58.2	58.2	58.1	58.2	58.5	58.8	59.1	59.3	59.5	59.7	60.1	60.3	60.4	60.6	61.0	61.6	62.4	63.4	64.0	64.6	65.1	65.6	66.1	66.3	66.4	66.5	66.5	66.7	66.9	67.2	67.5	67.7	68.0	68.4	69.1	69.9	70.4	71.0	71.6	72.1	72.8	73.2	73.9	74.2	74.5	74.7	74.9	75.1	75.3	75.5	75.7	75.8	76.0	76.2	76.4	76.5	76.6	76.6	76.6	76.7	76.8	77.0	77.3	77.5	77.7	77.8	78.0	78.1	78.2	78.3	78.4	78.4	78.4	78.3	78.4	78.5	79.0	79.3	79.4	79.4	79.3	79.0	78.8	78.7	78.6	78.5	78.6	78.6	78.7	78.9	79.1	79.4	79.7	79.9	80.0	80.1	80.1	80.4	81.2	82.2	83.9	85.0	87.4	89.1	90.5	91.5	92.2	92.7	93.4	94.8	95.8	96.9	97.9	98.3	99.2	99.7	100.0	100.1	100.1	100.2	100.4	100.6	100.6	100.5	100.3	99.6	97.5	94.3	90.5	88.1	86.5	85.5	84.8	84.7	84.5
