지역명	2006-01	2006-02	2006-03	2006-04	2006-05	2006-06	2006-07	2006-08	2006-09	2006-10	2006-11	2006-12	2007-01	2007-02	2007-03	2007-04	2007-05	2007-06	2007-07	2007-08	2007-09	2007-10	2007-11	2007-12	2008-01	2008-02	2008-03	2008-04	2008-05	2008-06	2008-07	2008-08	2008-09	2008-10	2008-11	2008-12	2009-01	2009-02	2009-03	2009-04	2009-05	2009-06	2009-07	2009-08	2009-09	2009-10	2009-11	2009-12	2010-01	2010-02	2010-03	2010-04	2010-05	2010-06	2010-07	2010-08	2010-09	2010-10	2010-11	2010-12	2011-01	2011-02	2011-03	2011-04	2011-05	2011-06	2011-07	2011-08	2011-09	2011-10	2011-11	2011-12	2012-01	2012-02	2012-03	2012-04	2012-05	2012-06	2012-07	2012-08	2012-09	2012-10	2012-11	2012-12	2013-01	2013-02	2013-03	2013-04	2013-05	2013-06	2013-07	2013-08	2013-09	2013-10	2013-11	2013-12	2014-01	2014-02	2014-03	2014-04	2014-05	2014-06	2014-07	2014-08	2014-09	2014-10	2014-11	2014-12	2015-01	2015-02	2015-03	2015-04	2015-05	2015-06	2015-07	2015-08	2015-09	2015-10	2015-11	2015-12	2016-01	2016-02	2016-03	2016-04	2016-05	2016-06	2016-07	2016-08	2016-09	2016-10	2016-11	2016-12	2017-01	2017-02	2017-03	2017-04	2017-05	2017-06	2017-07	2017-08	2017-09	2017-10	2017-11	2017-12	2018-01	2018-02	2018-03	2018-04	2018-05	2018-06	2018-07	2018-08	2018-09	2018-10	2018-11	2018-12	2019-01	2019-02	2019-03	2019-04	2019-05	2019-06	2019-07	2019-08	2019-09	2019-10	2019-11	2019-12	2020-01	2020-02	2020-03	2020-04	2020-05	2020-06	2020-07	2020-08	2020-09	2020-10	2020-11	2020-12	2021-01	2021-02	2021-03	2021-04	2021-05	2021-06	2021-07	2021-08	2021-09	2021-10	2021-11	2021-12	2022-01	2022-02	2022-03	2022-04	2022-05	2022-06	2022-07	2022-08	2022-09	2022-10	2022-11	2022-12	2023-01	2023-02	2023-03	2023-04	2023-05	2023-06
전국	12300	40606	64920	59826	58509	50312	39439	40315	70369	83520	117812	83355	47426	40276	45822	46857	43712	40258	44496	43867	35645	51541	52409	47483	47654	46292	59226	72533	59673	59443	55770	42389	40327	42365	29897	27357	25565	39209	50391	51822	50658	59208	60766	59510	65767	63164	53286	52912	41098	48137	56708	51360	40763	40787	38295	35980	37978	51404	63145	75255	53791	60619	71577	65139	59403	55239	51297	51406	50260	54975	54679	76918	18282	38694	46636	45079	45641	37069	37729	31361	26165	45349	50353	81229	16968	34089	47375	55442	64538	94647	25079	30794	39801	65871	61844	67883	41973	58819	64598	64890	52072	49045	52832	54230	62271	78826	64712	64682	57418	57885	79312	83483	74385	72178	74112	62424	56434	70140	64841	55874	39695	38225	49179	54884	56369	59252	63906	64462	61599	74208	68816	58496	38086	40436	48470	46811	53387	64444	65605	64300	54953	40079	48291	46292	47525	49366	62050	46368	41989	40367	39353	42894	53754	64559	41663	33584	31305	28293	31760	35893	35710	35221	44391	45497	43979	58311	66768	87933	75986	87642	79615	48972	57426	102482	102628	59429	58037	66174	89660	106027	64371	60057	69827	59232	61666	57861	59386	61170	55191	48796	41141	30484	24465	26232	32487	35679	37124	28147	21836	19516	18028	18570	18275	18222	17841	31337	38926	34965	40746	39622
서울	2496	7368	12843	11733	11695	8198	6374	7053	13228	19649	25382	15793	6353	4403	5597	5948	4743	4476	5317	5450	4613	6436	6540	5941	5375	5624	8971	11791	7935	7054	5503	3336	2538	2385	1344	1491	2570	4186	5361	7005	7348	8504	9182	8472	9426	7809	4722	4457	3870	4719	5075	3695	2811	2394	2437	2358	2455	3691	5632	7535	5868	6523	7279	5460	4654	4467	4096	4931	4868	4701	4568	6207	1536	3512	4087	4214	3785	3187	2952	2398	2227	4239	5069	7565	1213	3189	5466	6603	7677	10237	2201	3179	4774	8537	7868	7758	5493	7864	9522	8639	6079	5259	6235	6806	9052	11161	8630	6956	6860	8682	13602	14234	12903	11762	12414	10799	9357	11852	10334	8614	5549	5193	7231	8629	10710	11974	14545	12784	11342	13467	11528	9654	4627	4760	6802	7858	10586	14918	15168	15421	8652	3942	6679	8484	9938	11986	14609	6535	5697	4830	5852	7687	12395	10977	3736	2380	1889	1624	1813	2469	3432	4470	7009	8586	7096	8274	10955	14117	10491	9522	9152	3699	4328	11106	16002	6880	4795	4320	4725	8764	5945	5435	4495	4194	5090	4240	4646	5054	3874	2839	2305	1634	1281	1404	1236	1624	2372	2014	1028	907	856	900	761	1001	1161	2286	3234	2981	3711	4136
