지역명	2008-12	2009-01	2009-02	2009-03	2009-04	2009-05	2009-06	2009-07	2009-08	2009-09	2009-10	2009-11	2009-12	2010-01	2010-02	2010-03	2010-04	2010-05	2010-06	2010-07	2010-08	2010-09	2010-10	2010-11	2010-12	2011-01	2011-02	2011-03	2011-04	2011-05	2011-06	2011-07	2011-08	2011-09	2011-10	2011-11	2011-12	2012-01	2012-02	2012-03	2012-04	2012-05	2012-06	2012-07	2012-08	2012-09	2012-10	2012-11	2012-12	2013-01	2013-02	2013-03	2013-04	2013-05	2013-06	2013-07	2013-08	2013-09	2013-10	2013-11	2013-12	2014-01	2014-02	2014-03	2014-04	2014-05	2014-06	2014-07	2014-08	2014-09	2014-10	2014-11	2014-12	2015-01	2015-02	2015-03	2015-04	2015-05	2015-06	2015-07	2015-08	2015-09	2015-10	2015-11	2015-12	2016-01	2016-02	2016-03	2016-04	2016-05	2016-06	2016-07	2016-08	2016-09	2016-10	2016-11	2016-12	2017-01	2017-02	2017-03	2017-04	2017-05	2017-06	2017-07	2017-08	2017-09	2017-10	2017-11	2017-12	2018-01	2018-02	2018-03	2018-04	2018-05	2018-06	2018-07	2018-08	2018-09	2018-10	2018-11	2018-12	2019-01	2019-02	2019-03	2019-04	2019-05	2019-06	2019-07	2019-08	2019-09	2019-10	2019-11	2019-12	2020-01	2020-02	2020-03	2020-04	2020-05	2020-06	2020-07	2020-08	2020-09	2020-10	2020-11	2020-12	2021-01	2021-02	2021-03	2021-04	2021-05	2021-06	2021-07	2021-08	2021-09	2021-10	2021-11	2021-12	2022-01	2022-02	2022-03	2022-04	2022-05	2022-06	2022-07	2022-08	2022-09	2022-10	2022-11	2022-12	2023-01	2023-02	2023-03
전국	5.248552464	5.167886661	5.126262134	5.105512662	5.141413382	5.138440947	5.155355603	5.026164857	5.05524232	5.11161141	4.994804591	5.012357297	5.02313113	4.972478499	4.974086343	4.988427816	5.021303592	5.024427871	5.001189559	4.823420462	4.82240321	4.82348286	4.852391432	4.880775586	4.907295534	4.819199135	4.869476389	4.913132924	4.972821773	5.018472972	5.232182524	5.063535369	5.084466	5.108806831	5.180092448	5.20853905	5.212382519	5.006741655	5.017527598	5.015144425	5.108676326	5.105704295	5.093525636	4.911862957	4.911830543	4.896432221	4.914312262	4.910402478	4.901270297	4.873701861	4.844989503	4.817031232	4.968676761	4.968703135	4.966561053	4.781778117	4.7784175	4.782060886	4.830825499	4.841944208	4.858883427	4.726975791	4.739332289	4.758377129	4.934911634	4.942396674	4.949674349	4.724619058	4.742364562	4.774663618	4.978856111	5.011997881	5.046936948	4.852850449	4.874354028	4.933956205	5.113974047	5.140385094	5.168881815	5.041732339	5.088402722	5.14159508	5.259048881	5.291459285	5.299239909	5.349615141	5.352116292	5.358745085	5.514649531	5.525788507	5.530358199	5.410329192	5.447361424	5.496512405	5.689804135	5.72471777	5.735549403	5.585750735	5.588767975	5.593700536	5.718272481	5.721294594	5.733021041	5.585862129	5.608923406	5.621778431	5.658772578	5.666896905	5.670890639	5.673576135	5.672970455	5.667571731	5.79582475	5.79450453	5.791715554	5.501362986	5.502677292	5.547327694	5.635992119	5.66505366	5.669393575	5.117206636	5.109762202	5.103490171	5.118188213	5.114658267	5.101777822	4.89546412	4.909619073	4.917955803	5.079590864	5.078075566	5.111158025	5.0942329	5.149595387	5.225927792	5.085231504	5.117167384	5.172447895	5.32713425	5.380182539	5.461620683	5.686496166	5.83679254	6.036536351	6.195296148	6.371008029	6.583534086	6.749770881	6.873957814	7.068657253	6.541257688	6.750587035	6.90260861	7.381048251	7.551248197	7.588284186	7.317270789	7.330277005	7.316774177	7.061350043	7.069724887	7.045517718	7.069281858	7.023279531	6.980133266	6.999431795	5.37932941	5.317063433	5.042530612	4.990989298	4.943250887
서울	11.88688437	11.83892579	11.84869615	11.7915161	11.99661984	12.02082778	12.01789475	11.85325773	11.91421863	12.11930747	11.82230887	11.75543753	11.72257076	11.60592573	11.69275677	11.69488733	11.71837219	11.6014386	11.54258345	11.06508294	11.0355834	10.91930409	10.97150939	10.97144431	10.97341399	10.74268219	10.72891179	10.708769	10.61506692	10.62436844	11.03658298	10.50254494	10.45765408	10.45164493	10.54652747	10.5435759	10.53459206	10.12811496	10.08197332	10.06798517	10.22865958	10.2278111	10.19051686	9.810984019	9.655439798	9.614516597	9.578184653	9.52651687	9.502084636	9.404270763	9.391146864	9.367325866	9.40116453	9.387904424	9.367470687	9.015356672	8.995931536	8.971346063	8.991879024	8.986588804	8.992196778	8.815230746	8.841591572	8.909378322	9.2220865	9.246105544	9.226845077	8.819965761	8.795435908	8.831114407	9.187807206	9.225653743	9.242409683	8.874883715	8.880751792	8.930436326	9.257619979	9.308096199	9.379896302	9.166957013	9.209887583	9.283414877	9.514454384	9.538153271	9.590362358	9.695225167	9.702188974	9.711720691	9.97271341	10.00736788	10.08321834	9.990724899	10.14920005	10.25417298	10.63268131	10.73718215	10.75746434	10.50797468	10.52879682	10.54629336	10.85524839	10.92580884	11.04451408	10.8293774	10.97591226	11.1558885	11.3612104	11.42584662	11.5279595	11.43896395	11.7338364	12.060701	12.62501348	12.78037604	12.83198026	12.40870165	12.75402525	13.3677414	14.01935394	14.25949952	14.34547405	12.93646614	12.94478902	12.87645634	12.84198846	12.90118022	12.85986173	12.56563081	12.64427595	12.75449762	13.13924972	13.27227486	13.60971106	13.57943155	13.85556097	14.24140459	13.93616368	13.99476004	14.14245974	14.79516655	15.14225744	15.59063814	16.14807584	16.44401542	16.79949416	17.03438553	17.41119535	17.8095046	18.14751033	18.29841529	18.47279085	17.14777539	17.44244392	17.63149743	18.72191537	18.89061478	19.00698194	18.31913843	18.38229441	18.38206792	17.63680411	17.64926454	17.64261453	17.78349615	17.7420265	17.68906643	17.94038552	12.02202987	11.88246771	11.07018408	10.96263306	10.84798103
