지역명	2009.1Q	2009.2Q	2009.3Q	2009.4Q	2010.1Q	2010.2Q	2010.3Q	2010.4Q	2011.1Q	2011.2Q	2011.3Q	2011.4Q	2012.1Q	2012.2Q	2012.3Q	2012.4Q	2013.1Q	2013.2Q	2013.3Q	2013.4Q	2014.1Q	2014.2Q	2014.3Q	2014.4Q	2015.1Q	2015.2Q	2015.3Q	2015.4Q	2016.1Q	2016.2Q	2016.3Q	2016.4Q	2017.1Q	2017.2Q	2017.3Q	2017.4Q	2018.1Q	2018.2Q	2018.3Q	2018.4Q	2019.1Q	2019.2Q	2019.3Q	2019.4Q	2020.1Q	2020.2Q	2020.3Q	2020.4Q	2021.1Q	2021.2Q	2021.3Q	2021.4Q	2022.1Q	2022.2Q	2022.3Q	2022.4Q	2023.1Q
전국	3018260	2994256	3097304	3185585	3223499	3205136	3311831	3298400	3370853	3398381	3554303	3512495	3664348	3594402	3711804	3685579	3710370	3690715	3827798	3806795	3912804	3787640	3973892	3830093	3993706	3878648	4014254	3938916	4037161	3928440	4025495	3912847	4025947	3947343	4063917	4038302	4035039	3942263	4147485	4109752	4551976	4537710	4724584	4571963	4620291	4790843	4730530	4627868	4619920	4609936	5116527	4881767	5083001	5267166	5240314	5150871	5352611
