지역명	2008-01	2008-02	2008-03	2008-04	2008-05	2008-06	2008-07	2008-08	2008-09	2008-10	2008-11	2008-12	2009-01	2009-02	2009-03	2009-04	2009-05	2009-06	2009-07	2009-08	2009-09	2009-10	2009-11	2009-12	2010-01	2010-02	2010-03	2010-04	2010-05	2010-06	2010-07	2010-08	2010-09	2010-10	2010-11	2010-12	2011-01	2011-02	2011-03	2011-04	2011-05	2011-06	2011-07	2011-08	2011-09	2011-10	2011-11	2011-12	2012-01	2012-02	2012-03	2012-04	2012-05	2012-06	2012-07	2012-08	2012-09	2012-10	2012-11	2012-12	2013-01	2013-02	2013-03	2013-04	2013-05	2013-06	2013-07	2013-08	2013-09	2013-10	2013-11	2013-12	2014-01	2014-02	2014-03	2014-04	2014-05	2014-06	2014-07	2014-08	2014-09	2014-10	2014-11	2014-12	2015-01	2015-02	2015-03	2015-04	2015-05	2015-06	2015-07	2015-08	2015-09	2015-10	2015-11	2015-12	2016-01	2016-02	2016-03	2016-04	2016-05	2016-06	2016-07	2016-08	2016-09	2016-10	2016-11	2016-12	2017-01	2017-02	2017-03	2017-04	2017-05	2017-06	2017-07	2017-08	2017-09	2017-10	2017-11	2017-12	2018-01	2018-02	2018-03	2018-04	2018-05	2018-06	2018-07	2018-08	2018-09	2018-10	2018-11	2018-12	2019-01	2019-02	2019-03	2019-04	2019-05	2019-06	2019-07	2019-08	2019-09	2019-10	2019-11	2019-12	2020-01	2020-02	2020-03	2020-04	2020-05	2020-06	2020-07	2020-08	2020-09	2020-10	2020-11	2020-12	2021-01	2021-02	2021-03	2021-04	2021-05	2021-06	2021-07	2021-08	2021-09	2021-10	2021-11	2021-12	2022-01	2022-02	2022-03	2022-04	2022-05	2022-06	2022-07	2022-08	2022-09	2022-10	2022-11	2022-12	2023-01	2023-02	2023-03	2023-04	2023-05	2023-06	2023-07	2023-08
전국	18721576	18758432	18769915	18800520	18825958	18843468	18874775	18901557	18933297	18965400	18988564	19005339	19002793	19035367	19053290	19051754	19072645	19103524	19132048	19160503	19192676	19222752	19247090	19261292	19286364	19310612	19333457	19355075	19372533	19388588	19403604	19423315	19437869	19845601	19857428	19865179	19869849	19891086	19906696	19923412	19935590	19945050	19952383	19968170	19985664	20004361	20019850	20033142	20038189	20061711	20081106	20094955	20109711	20122836	20137163	20153476	20167152	20182469	20196798	20211770	20223716	20248440	20273632	20295992	20316172	20337060	20353395	20373300	20393578	20418259	20437628	20456588	20466884	20500837	20527351	20549492	20567959	20586788	20606866	20628782	20655145	20682278	20702623	20724094	20740958	20772167	20801104	20821017	20844274	20870280	20892349	20916461	20940559	20967469	20988782	21011152	21026847	21057262	21084550	21104857	21130317	21153853	21173397	21192974	21214428	21241538	21267187	21294009	21312864	21352287	21381346	21402062	21429935	21455795	21482219	21514559	21544772	21570895	21599577	21632851	21662900	21703524	21745437	21777777	21804246	21825601	21853371	21895153	21930578	21972704	22006919	22042947	22081397	22131431	22175371	22212339	22253218	22281663	22314013	22347155	22380985	22414439	22444006	22481466	22513039	22561161	22613882	22663240	22732288	22791531	22842044	22898959	22952513	22991110	23037033	23093108	23137172	23194982	23157385	23198657	23225281	23256332	23294707	23336989	23383689	23415533	23444608	23472895	23498025	23546053	23590069	23617091	23650555	23675578	23699750	23724829	23682288	23697051	23699243	23705814	23716980	23757654	23795469	23814826	23838308	23856142	23873825	23888954
서울	4054493	4063444	4064117	4070294	4074917	4075336	4080453	4084567	4089495	4094350	4096637	4097562	4097606	4105460	4107632	4101230	4103180	4106591	4109330	4113510	4116591	4119041	4118444	4116660	4120522	4123243	4121193	4119628	4117385	4116225	4115216	4115724	4114216	4231995	4227785	4224181	4223301	4225512	4221613	4219198	4214866	4210104	4206353	4204155	4201510	4199109	4195791	4192752	4191988	4194856	4192477	4190283	4188758	4187283	4186203	4185964	4185440	4182937	4180568	4177970	4178537	4181574	4182314	4182017	4181819	4181577	4181320	4183132	4184537	4185280	4184122	4182351	4182556	4188621	4190331	4189778	4189440	4189495	4190836	4193111	4195210	4195960	4195300	4194176	4196435	4201451	4202812	4200803	4199356	4197478	4196515	4196071	4195438	4194103	4192412	4189948	4190415	4193517	4194485	4193887	4193473	4193712	4192776	4191784	4191411	4191313	4190260	4189839	4192985	4200761	4202888	4203957	4207393	4210933	4213667	4217954	4219001	4219562	4219280	4220082	4224387	4231130	4237610	4239848	4240628	4241547	4243687	4249335	4254018	4258518	4260463	4263868	4271551	4283150	4290922	4296066	4301522	4304243	4308300	4312172	4315921	4319322	4322454	4327605	4334918	4345877	4354006	4361645	4373610	4384076	4391545	4400154	4405833	4408498	4412343	4417954	4421022	4427814	4400403	4403263	4403381	4405638	4409964	4416816	4421143	4422587	4424222	4426007	4430541	4442586	4451444	4455106	4460604	4464840	4469392	4472975	4450525	4450389	4448660	4446296	4447861	4457982	4463385	4465391	4467999	4469158	4471174	4473734
