지역명	2003.1Q	2003.2Q	2003.3Q	2003.4Q	2004.1Q	2004.2Q	2004.3Q	2004.4Q	2005.1Q	2005.2Q	2005.3Q	2005.4Q	2006.1Q	2006.2Q	2006.3Q	2006.4Q	2007.1Q	2007.2Q	2007.3Q	2007.4Q	2008.1Q	2008.2Q	2008.3Q	2008.4Q	2009.1Q	2009.2Q	2009.3Q	2009.4Q	2010.1Q	2010.2Q	2010.3Q	2010.4Q	2011.1Q	2011.2Q	2011.3Q	2011.4Q	2012.1Q	2012.2Q	2012.3Q	2012.4Q	2013.1Q	2013.2Q	2013.3Q	2013.4Q	2014.1Q	2014.2Q	2014.3Q	2014.4Q	2015.1Q	2015.2Q	2015.3Q	2015.4Q	2016.1Q	2016.2Q	2016.3Q	2016.4Q	2017.1Q	2017.2Q	2017.3Q	2017.4Q	2018.1Q	2018.2Q	2018.3Q	2018.4Q	2019.1Q	2019.2Q	2019.3Q	2019.4Q	2020.1Q	2020.2Q	2020.3Q	2020.4Q	2021.1Q	2021.2Q	2021.3Q	2021.4Q	2022.1Q	2022.2Q	2022.3Q	2022.4Q	2023.1Q
전국	42.72953575	44.38011668	45.62789957	46.77263136	46.62671554	47.00787417	46.78994511	46.45537595	46.41141135	47.48233811	48.69761111	48.89887007	49.54993993	50.95815731	51.58686053	54.28760441	56.41617213	56.47011877	56.63551332	56.87396973	57.21937239	58.38596244	58.98489624	58.67296811	57.67560749	57.65098346	58.2395112	59.01519342	59.44696598	59.77719726	59.72982398	60.29135028	61.74947802	63.8396327	65.1552565	66.24629743	66.7204493	66.94286366	66.70901424	66.4023457	66.2387468	66.16598671	66.09684057	66.40882468	66.80998724	67.21975868	67.45564709	68.03052141	68.51353599	69.49803858	70.50338591	71.42013363	71.73276301	71.8360162	72.10063155	72.5895706	72.72664914	72.83860613	73.30163691	73.56573423	73.9776893	74.30327747	74.74322217	75.85499766	75.75263828	75.32431782	75.12218606	75.39766157	76.35384906	77.21322271	79.10310597	81.61338374	85.68871702	89.72049633	94.44790619	98.7709209	100.1431516	100.6416049	100.4456019	98.03205556	93.61077643
