지역명	2008-12	2009-01	2009-02	2009-03	2009-04	2009-05	2009-06	2009-07	2009-08	2009-09	2009-10	2009-11	2009-12	2010-01	2010-02	2010-03	2010-04	2010-05	2010-06	2010-07	2010-08	2010-09	2010-10	2010-11	2010-12	2011-01	2011-02	2011-03	2011-04	2011-05	2011-06	2011-07	2011-08	2011-09	2011-10	2011-11	2011-12	2012-01	2012-02	2012-03	2012-04	2012-05	2012-06	2012-07	2012-08	2012-09	2012-10	2012-11	2012-12	2013-01	2013-02	2013-03	2013-04	2013-05	2013-06	2013-07	2013-08	2013-09	2013-10	2013-11	2013-12	2014-01	2014-02	2014-03	2014-04	2014-05	2014-06	2014-07	2014-08	2014-09	2014-10	2014-11	2014-12	2015-01	2015-02	2015-03	2015-04	2015-05	2015-06	2015-07	2015-08	2015-09	2015-10	2015-11	2015-12	2016-01	2016-02	2016-03	2016-04	2016-05	2016-06	2016-07	2016-08	2016-09	2016-10	2016-11	2016-12	2017-01	2017-02	2017-03	2017-04	2017-05	2017-06	2017-07	2017-08	2017-09	2017-10	2017-11	2017-12	2018-01	2018-02	2018-03	2018-04	2018-05	2018-06	2018-07	2018-08	2018-09	2018-10	2018-11	2018-12	2019-01	2019-02	2019-03	2019-04	2019-05	2019-06	2019-07	2019-08	2019-09	2019-10	2019-11	2019-12	2020-01	2020-02	2020-03	2020-04	2020-05	2020-06	2020-07	2020-08	2020-09	2020-10	2020-11	2020-12	2021-01	2021-02	2021-03	2021-04	2021-05	2021-06	2021-07	2021-08	2021-09	2021-10	2021-11	2021-12	2022-01	2022-02	2022-03	2022-04	2022-05	2022-06	2022-07	2022-08	2022-09	2022-10	2022-11	2022-12	2023-01	2023-02	2023-03
전국	58.228145	57.837819	57.663152	57.525851	57.55286	57.634496	57.765595	57.960931	58.145115	58.612487	58.851243	59.045073	59.149265	59.236218	59.463799	59.640881	59.762661	59.796907	59.772024	59.711439	59.692135	59.785898	59.951958	60.27823	60.643863	61.032854	61.70355	62.512031	63.263204	63.914459	64.341235	64.699924	65.157415	65.608431	65.951928	66.320364	66.4666	66.592655	66.720499	66.848194	66.94324	66.962429	66.922922	66.824008	66.722672	66.580363	66.462874	66.400449	66.343715	66.285646	66.232597	66.197997	66.189376	66.173841	66.134744	66.117528	66.07274	66.100253	66.254506	66.407264	66.564704	66.647798	66.773629	67.008535	67.178448	67.22133	67.259497	67.321042	67.415513	67.630386	67.872593	68.033429	68.185542	68.289209	68.470318	68.781081	69.169757	69.481516	69.842843	70.154008	70.473018	70.883131	71.13785	71.489957	71.632594	71.690678	71.748672	71.758939	71.780898	71.831308	71.895842	71.996097	72.098278	72.20752	72.41693	72.646086	72.705696	72.720401	72.723305	72.736241	72.760907	72.796184	72.958727	73.148648	73.357535	73.398727	73.472313	73.56815	73.65674	73.809969	73.960507	74.162592	74.263489	74.302445	74.343898	74.358846	74.530923	75.339898	75.802801	75.88156	75.880633	75.859101	75.772352	75.626463	75.443869	75.33934	75.189744	75.12317	75.111417	75.131971	75.21597	75.325814	75.651201	75.937028	76.283026	76.841493	77.033092	77.117195	77.489382	78.350492	79.080372	79.878455	80.33837	81.552806	82.948975	84.20777	85.687847	87.170534	88.417382	89.526341	91.217765	92.603555	94.440802	96.299362	97.56289	99.0651	99.684772	100	100.1630423	100.2664126	100.4603838	100.7119377	100.7524934	100.6778751	100.449869	100.2090617	99.46887127	98.05742198	96.56987343	94.72428703	93.62615437	92.48188788
서울	59.158155	58.616747	58.517715	58.369316	58.574071	58.674986	58.967517	59.486622	59.790819	60.499559	60.711165	60.698452	60.681794	60.735628	60.898428	60.886218	60.781362	60.559648	60.217369	59.901216	59.629087	59.477767	59.368428	59.308901	59.350593	59.443075	59.622006	59.709047	59.712805	59.662661	59.592663	59.496206	59.431136	59.366602	59.290494	59.183591	59.088829	58.992842	58.910861	58.764698	58.509623	58.356006	58.176873	57.864413	57.593171	57.221138	56.874062	56.649155	56.441958	56.230751	56.083575	55.93945	55.868446	55.838132	55.721802	55.537181	55.377591	55.349339	55.401284	55.406877	55.405654	55.423749	55.494628	55.624308	55.669163	55.651279	55.596364	55.592867	55.60956	55.781887	55.944746	56.001396	56.010276	56.057645	56.165348	56.432171	56.741761	56.962562	57.244407	57.512036	57.828682	58.252222	58.540234	58.93798	59.124955	59.191859	59.279109	59.321167	59.391413	59.557238	59.794862	60.119852	60.456648	60.719965	61.155619	61.559396	61.620478	61.637814	61.661461	61.723129	61.80802	61.94386	62.472385	63.008914	63.670881	63.765966	64.050469	64.447414	64.873327	65.602043	66.248756	67.07963	67.624213	67.893489	68.157748	68.517926	69.318049	71.976325	73.299564	73.589165	73.669124	73.659043	73.591368	73.466971	73.360981	73.316297	73.260507	73.531352	73.827559	74.15793	74.587103	75.006807	75.809745	76.314832	76.707852	77.269311	77.388339	77.387628	77.788336	79.451888	81.083113	82.70131	83.317194	84.599611	85.713205	87.087037	88.480024	89.658312	90.511797	91.423794	92.940974	94.132709	95.632642	97.251652	98.269239	99.309824	99.76751	100	100.0920081	100.1466631	100.2562984	100.4689667	100.6032851	100.6381353	100.4918613	100.2972065	99.62692713	98.21647968	96.80952136	94.78404736	93.6495438	92.55291811
