지역명	2009-03-01	2009-09-01	2010-03-01	2010-09-01	2011-03-01	2011-09-01	2012-03-01	2012-09-01	2013-03-01	2013-09-01	2014-03-01	2015-03-01	2015-09-01	2016-03-01	2016-09-01	2016-09-12	2017-03-01	2017-09-15	2018-03-01	2019-03-01	2019-09-15	2020-03-01	2020-09-15	2021-03-01	2021-07-19	2022-03-01	2022-07-15	2022-09-15	2023-02-10	2023-03-01
전국	1185	1186	1207	1221	1239	1264	1291	1323	1349	1377	1383	1419	1429	1460	1456	1485	1520	1553	1594	1633	1650	1642	1678	1693	1723	1829	1857	1904	1925	1943
