지역명	1995-08	1996-01	1996-09	1997-01	1997-09	1998-01	1998-09	1999-01	1999-09	2000-01	2000-09	2001-01	2001-09	2002-01	2002-08	2002-12	2003-08	2004-01	2004-09	2005-01	2005-09	2005-09	2006-01	2006-09	2007-01	2007-09	2008-01	2008-09	2009-01	2009-09	2010-09	2011-01	2011-09	2012-01	2012-09	2013-01	2013-09	2014-01	2014-09	2015-01	2015-09	2016-01	2016-09	2017-01	2017-09	2018-01	2018-09	2019-01	2019-09	2020-01	2020-09	2021-01	2021-09	2022-01	2022-09	2023-01
전국	60496	65849	68880	70847	73747	73975	71458	70179	70730	71137	72400	72485	73559	75874	82197	88600	90037	91649	92790	92951	93325	93325	96343	98155	99802	102291	105424	109330	112079	111897	123031	124746	129029	132576	138571	141724	148380	150664	155796	158590	163339	168571	175071	179690	186026	193770	203332	210195	216770	222803	226947	230798	235815	242931	248819	255426
